freq,unit,wstatus,sex,age,deg_urb,geo\TIME_PERIOD,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024
A,PC,POP,T,Y18-24,DEG3,SI,0.77,0.639,0.528,0.716,0.681,0.784,0.795,0.894,0.673,0.595,0.88,0.761,0.579,0.863,0.989,0.843,0.734,0.895,1.109,1.184
A,PC,POP,T,Y18-24,DEG3,SK,1.49,1.337,0.978,1.121,0.918,0.98,1.16,1.34,1.38,1.628,1.852,1.69,2.103,2.254,1.662,1.92,1.62,2.033,2.17,2.522
A,PC,POP,T,Y18-24,DEG3,UK,1.483,1.414,1.995,2.214,2.236,2.277,2.485,2.114,1.88,1.908,1.962,2.117,1.794,1.784,2.061,1.599,1.684,1.608,1.641,1.708
A,PC,POP,T,Y18-24,NRP,MK,1.49,2.803,2.562,2.647,2.399,2.338,2.237,2.011,1.967,2.189,2.09,1.838,1.64,1.394,1.475,1.599,1.684,1.608,1.641,1.708
A,PC,POP,T,Y18-24,NRP,TR,1.49,5.999,6.037,6.144,6.56,6.5,6.943,6.805,6.469,6.706,6.674,6.369,6.271,6.077,6.036,6.251,5.849,5.13,4.808,4.812
A,PC,POP,T,Y18-24,TOTAL,AT,1.301,1.229,1.39,1.377,1.303,1.252,1.408,1.34,1.294,1.226,1.339,1.281,1.428,1.431,1.641,1.896,2.026,2.033,2.12,2.084
A,PC,POP,T,Y18-24,TOTAL,BE,1.805,1.549,1.558,1.62,1.644,1.795,2.038,2.062,1.898,1.716,1.852,1.634,1.717,1.686,1.767,1.896,1.696,1.549,1.529,1.801
A,PC,POP,T,Y18-24,TOTAL,BG,2.855,2.127,1.918,1.998,2.177,1.9,1.955,2.148,2.156,2.259,2.457,2.562,2.45,2.49,2.924,2.997,3.038,2.492,2.293,2.11
A,PC,POP,T,Y18-24,TOTAL,CH,1.357,1.18,0.978,1.04,1.348,1.01,1.044,0.945,0.966,0.981,0.953,0.91,0.868,0.863,0.925,0.936,1.291,1.573,1.405,1.467
A,PC,POP,T,Y18-24,TOTAL,CY,2.547,1.832,1.609,1.85,1.733,1.915,1.872,1.959,1.57,1.191,0.953,1.411,1.64,1.529,1.893,2.716,2.481,1.984,2.564,2.908
A,PC,POP,T,Y18-24,TOTAL,CZ,0.868,0.627,0.669,0.756,0.8,0.739,0.812,0.945,0.932,0.963,1.137,1.225,1.293,1.215,1.409,1.779,1.62,1.5,1.578,1.389
A,PC,POP,T,Y18-24,TOTAL,DE,1.889,1.684,1.609,1.593,1.644,1.78,1.922,1.804,1.691,1.663,1.852,1.912,1.949,2.019,2.166,2.364,3.114,3.025,3.205,3.319
A,PC,POP,T,Y18-24,TOTAL,DK,1.217,1.119,1.661,1.715,1.703,1.734,1.707,1.65,1.415,1.418,1.485,1.393,1.698,2.039,2.082,2.177,2.481,2.42,2.564,2.676
A,PC,POP,T,Y18-24,TOTAL,EA20,2.435,2.102,2.124,2.174,2.31,2.292,2.403,2.337,2.191,2.049,2.109,2.042,2.084,2.117,2.208,2.411,2.481,2.371,2.416,2.496
A,PC,POP,T,Y18-24,TOTAL,EE,1.959,1.647,1.854,1.89,1.999,1.659,1.756,1.77,1.673,2.101,2.512,2.117,2.277,2.352,2.356,1.99,2.481,2.613,2.391,2.83
A,PC,POP,T,Y18-24,TOTAL,EL,1.861,1.856,1.841,1.944,2.103,2.036,2.137,1.942,1.742,1.576,1.449,1.151,1.158,0.921,0.862,0.89,0.81,0.992,0.912,0.772
A,PC,POP,T,Y18-24,TOTAL,ES,4.338,3.725,3.965,4.28,4.576,4.253,4.358,4.245,4.071,3.834,3.667,3.528,3.531,3.509,3.639,3.746,3.367,3.363,3.378,3.345
A,PC,POP,T,Y18-24,TOTAL,EU27_2020,2.183,1.869,1.892,1.944,2.073,2.081,2.187,2.165,2.036,1.943,2.017,1.968,2.026,2.058,2.124,2.341,2.456,2.323,2.367,2.419
A,PC,POP,T,Y18-24,TOTAL,FI,1.441,1.193,1.171,1.323,1.466,1.553,1.624,1.53,1.604,1.663,1.687,1.467,1.582,1.627,1.535,1.92,2.076,2.033,2.367,2.47
A,PC,POP,T,Y18-24,TOTAL,FR,1.749,1.561,1.648,1.593,1.836,1.915,2.038,2.028,1.673,1.541,1.687,1.634,1.698,1.706,1.725,1.873,1.975,1.839,1.874,1.981
A,PC,POP,T,Y18-24,TOTAL,HR,0.714,0.578,0.579,0.594,0.77,0.784,0.828,0.859,0.742,0.49,0.495,0.52,0.56,0.608,0.631,0.515,0.608,0.508,0.493,0.515
A,PC,POP,T,Y18-24,TOTAL,HU,1.749,1.537,1.467,1.58,1.703,1.629,1.889,2.028,2.053,1.996,2.127,2.302,2.412,2.431,2.503,2.809,3.038,2.952,2.86,2.65
A,PC,POP,T,Y18-24,TOTAL,IE,1.749,1.512,1.545,1.58,1.747,1.795,1.839,1.701,1.501,1.173,1.247,1.114,0.965,0.98,1.073,1.171,0.836,0.895,0.986,0.72
A,PC,POP,T,Y18-24,TOTAL,IS,3.484,1.337,2.986,3.295,3.154,3.408,3.264,3.454,3.536,3.344,3.447,3.676,3.434,4.215,3.765,3.465,3.646,3.993,3.895,3.937
A,PC,POP,T,Y18-24,TOTAL,IT,3.093,2.508,2.51,2.647,2.828,2.805,2.949,2.973,2.898,2.626,2.695,2.562,2.701,2.803,2.797,3.324,3.215,2.783,2.589,2.522
A,PC,POP,T,Y18-24,TOTAL,LT,1.175,1.082,1.004,1.013,1.288,1.191,1.226,1.117,1.087,1.033,1.008,0.891,1.042,0.902,0.841,1.311,1.342,1.161,1.578,2.161
A,PC,POP,T,Y18-24,TOTAL,LU,1.861,1.721,1.609,1.809,1.14,1.071,1.027,1.392,1.052,1.068,1.705,1.021,1.409,1.235,1.514,1.92,2.355,1.984,1.677,2.007
A,PC,POP,T,Y18-24,TOTAL,LV,2.155,1.918,2.008,2.093,2.118,1.945,1.922,1.822,1.691,1.488,1.815,1.857,1.659,1.627,1.83,1.686,1.848,1.621,1.898,2.033
A,PC,POP,T,Y18-24,TOTAL,MK,1.49,2.803,2.562,2.647,2.399,2.338,2.237,2.011,1.967,2.189,2.09,1.838,1.64,1.392,1.493,1.334,1.684,1.608,1.641,1.708
A,PC,POP,T,Y18-24,TOTAL,MT,4.618,3.959,3.887,3.673,3.806,3.227,3.115,3.111,2.95,2.977,2.989,2.897,2.701,2.745,2.987,3.043,2.76,2.492,2.515,2.47
A,PC,POP,T,Y18-24,TOTAL,NL,2.001,1.586,1.532,1.539,1.673,1.523,1.524,1.53,1.604,1.523,1.504,1.485,1.37,1.431,1.577,1.639,1.291,1.355,1.529,1.801
A,PC,POP,T,Y18-24,TOTAL,NO,1.49,2.188,2.369,2.296,2.606,2.624,2.751,2.543,2.363,2.049,1.87,2.024,2.007,1.941,2.082,2.318,3.114,3.194,3.082,3.345
A,PC,POP,T,Y18-24,TOTAL,PL,0.742,0.664,0.644,0.675,0.785,0.814,0.928,0.98,0.966,0.945,0.972,0.966,0.965,0.941,1.073,1.241,1.468,1.137,0.912,1.055
A,PC,POP,T,Y18-24,TOTAL,PT,5.36,4.733,4.698,4.713,4.576,4.268,3.778,3.523,3.226,3.029,2.475,2.581,2.431,2.274,2.208,2.13,1.62,1.524,1.997,1.698
A,PC,POP,T,Y18-24,TOTAL,RO,2.743,2.201,2.227,2.147,2.458,2.911,2.999,3.059,2.984,3.169,3.502,3.435,3.492,3.215,3.218,3.652,3.874,3.775,4.093,4.323
A,PC,POP,T,Y18-24,TOTAL,RS,1.49,1.337,1.36,1.399,1.435,1.252,1.408,1.392,1.535,1.471,1.375,1.3,1.196,1.333,1.388,1.311,1.95,1.379,1.43,1.595
A,PC,POP,T,Y18-24,TOTAL,SE,1.511,1.057,1.03,1.067,1.037,0.98,1.094,1.289,1.225,1.173,1.284,1.374,1.486,1.47,1.367,1.803,2.127,2.129,1.824,1.853
A,PC,POP,T,Y18-24,TOTAL,SI,0.686,0.688,0.528,0.689,0.785,0.754,0.696,0.756,0.673,0.77,0.917,0.91,0.83,0.823,0.967,0.96,0.785,0.968,1.331,1.287
A,PC,POP,T,Y18-24,TOTAL,SK,0.882,0.811,0.837,0.81,0.726,0.709,0.845,0.911,1.104,1.173,1.265,1.374,1.794,1.686,1.746,1.779,1.975,1.791,1.578,1.93
A,PC,POP,T,Y18-24,TOTAL,TR,1.49,5.999,6.037,6.144,6.56,6.5,6.943,6.805,6.469,6.706,6.674,6.369,6.271,6.077,6.036,6.251,5.849,5.13,4.808,4.812
A,PC,POP,T,Y18-24,TOTAL,UK,1.679,1.377,2.137,2.282,2.325,2.232,2.469,2.303,2.139,2.066,1.98,2.08,2.045,2.098,2.293,1.599,1.684,1.608,1.641,1.708
